word,frequency,depth_score,safety_score
least,111229798,3.156798087426063,0.027927476710407694
field,135289140,3.3810203722672294,0.03114537179975541
whose,43634263,3.3261972243429514,0.043179361966136975
girls,132325396,3.3265287099179717,0.032351172579675284
leave,70957750,3.492740576357413,0.04349436795994994
added,118410414,3.6424676391808686,0.06101324675845207
color,112965658,3.466376290320904,0.03602493185826519
third,95489240,3.2659568975309536,0.029863754758565418
hours,198242904,3.2881810000209297,0.04126576436476006
moved,35713495,3.457202874286368,0.03781193091993356
plant,53247607,3.312883120616895,0.02498823670747945
doing,80821946,3.4308769160470236,0.03577830070595304
names,71918906,3.2895203158516493,0.03380157593840424
forms,63561604,3.3975686534399205,0.033158463818028915
heavy,37668153,3.5051419687595198,0.04745847508505103
ideas,67309657,3.304599680621223,0.041036522505029475
cried,4352198,3.252457053187975,0.03131156557827892
check,244491090,3.6171328856221248,0.05058588455011898
floor,53759851,3.539215176444893,0.037797970498168645
begin,45434902,3.446337767999834,0.03560848678943154
woman,70613606,3.453378567069702,0.032144072717080106
alone,39326417,3.2576766402679844,0.03219931959175505
plane,17799728,3.3007234073205116,0.027918375512653797
spell,8506049,3.4748388168481816,0.036636594587025666
watch,92006970,3.4211654345530222,0.032796899566379926
carry,33056477,3.5243560796119753,0.04290059228429646
wrote,56421594,3.2147109719418236,0.028159003773887102
clear,88447610,3.2715962924819775,0.027404944108337673
named,34099544,3.3381545259332674,0.030768768949058927
books,347710184,3.6320584233353177,0.05413449163449163
child,119747393,3.3521596399223688,0.0294954514487236
glass,63559754,3.4651437779917122,0.043345946703505715
human,160573748,3.443974630021142,0.03237063778580024
takes,57784233,3.255481569066733,0.03491421593161298
party,144707500,3.366756469410295,0.028996111133384114
build,77203075,3.415160476466209,0.031572623041105495
seems,55276661,3.6175876082469838,0.059201505309619366
blood,61348302,3.5648058681129156,0.03652725780295902
sides,17269191,3.421147311613032,0.04928739310896634
seven,44224906,3.5255503557113177,0.04626469852389292
mouth,22880351,3.359340114115604,0.032269680904271285
solve,13452150,3.3463176482808765,0.037030368503180894
north,217809513,3.256198005903846,0.02757118625355053
value,182061247,3.417043638149166,0.04014159363029221
death,83216831,3.2896602322985986,0.03096210846751582
maybe,51895609,3.4964902414130683,0.03893582095527886
happy,63471922,3.6437220890826745,0.05171844183927839
tells,15534490,3.377860968127697,0.03811914859566296
gives,45649146,3.413927149326021,0.04760904151532435
looks,43897035,3.5246963308607357,0.04350132095108478
shape,25675227,3.279795645550731,0.034488623856882714
lives,42750046,3.325475880052151,0.04052079580481166
steps,38254292,3.4549388070776854,0.04247185389041781
areas,121986327,3.3577185563557195,0.04279258969811737
sense,52629633,3.59516338626351,0.05266476505029275
speak,31324712,3.414116332484946,0.03297648824412206
force,79199815,3.3403691473173156,0.03271318139944727
ocean,31928741,3.3790431476826557,0.036788026132805074
speed,83135749,3.4949679303332117,0.040026831392729494
women,242520455,3.4154170037126916,0.03249887121858225
metal,56181783,3.282958628477569,0.024973725038786847
south,238581133,3.2851102826317873,0.036086768853956494
grass,12868953,3.4473769548616557,0.043877898021643894
scale,46307526,3.2175769325963204,0.029601905410003404
cells,44128080,3.4363947280613947,0.04019215372297838
lower,72606927,3.3064096475106863,0.030354604248843682
sleep,29491537,3.442265976107196,0.03608659983592453
wrong,49156828,3.419143582021823,0.029642528321524357
pages,234001114,3.336111574730869,0.03750037650980432
ships,56365355,3.512766495323165,0.04977529551892222
needs,123595776,3.465346431074705,0.04215599823640226
rocks,12427428,3.3981197713907068,0.03404408529023483
eight,32567724,3.387216833525663,0.0374169401969418
major,122592252,3.5069956355587113,0.040292599829650784
level,202563642,3.681088290210723,0.05930706385370456
total,222649459,3.4032488601863347,0.03782486924922453
ahead,28375319,3.463426906224449,0.04557141856672636
reach,35687918,3.2678488245706654,0.03327395724921944
stars,58352743,3.3493197031053183,0.038457303584476944
store,291308910,3.1424090923205914,0.029474699376149
sight,13360499,3.356493526686223,0.035057712696793294
terms,277705910,3.2589501768319167,0.028120603015075376
catch,20400979,3.4863587137620793,0.039401426413659964
works,98581698,3.416651062147598,0.037093429764897975
board,212361059,3.352717960415133,0.03218976710583088
cover,94501729,3.3681805435832457,0.03551931725982391
songs,49272598,3.522491458607096,0.0480360270202652
equal,34832354,3.513241664306766,0.04605486962959998
stone,42494931,3.191555596787993,0.02919101753262349
waves,11006010,3.4134968424144514,0.04649208794286514
guess,28743465,3.5094128335692703,0.05301279550206589
dance,51147967,3.3132859768311067,0.03066514541924378
spoke,11577917,3.403167261262756,0.03559605132872588
break,51242970,3.425972870342587,0.03277556494065371
cause,65904680,3.2822085889570554,0.04055258020921968
radio,113285624,3.344485221495628,0.03658854166666667
weeks,73571749,3.5890062577166195,0.05137394263977176
lands,13891179,3.304118453184408,0.029276440816979735
basic,84840226,3.4206756756756755,0.03656448107680444
liked,11282738,3.3740477740911863,0.03240421254763119
trade,110086585,3.157339378638776,0.027965583901759867
fresh,38781893,3.3493811034396965,0.034868480294556116
final,97649084,3.4222941864194594,0.03196955280685062
fight,30784313,3.489011957727928,0.03541310284805378
meant,17832930,3.2466266866566715,0.025955969873070805
drive,107799371,3.38586250947727,0.03553040168286086
spent,29719451,3.290270248069657,0.025485546183171736
local,270742935,3.485064547539027,0.040611125620266385
waxes,572169,3.4794285834419543,0.04868
knows,24640096,3.4831415157055012,0.03691402733038555
train,31816971,3.215827189983938,0.02832274523535591
bread,13575360,3.3222020543706945,0.03019513317263935
homes,66753480,3.3055115484032354,0.03955152910556084
teeth,9769437,3.556396286265294,0.050928657871838215
coast,47716394,3.2132077624386755,0.03514635976982737
thick,14030556,3.4111279161314383,0.034428951527397125
brown,64112042,3.435805036756378,0.027719105060313328
clean,45381752,3.3245854361932228,0.02833238258223997
quiet,16746894,3.4308785054584807,0.048041529967192124
sugar,22450333,3.3491862097654828,0.03809409481508158
facts,36041603,3.3643652423357513,0.030211147803462422
steel,49452604,3.352752017592996,0.035324020333827005
forth,20149609,3.317595150715434,0.02968831272756372
rules,97658641,3.294022399136419,0.03525795081310582
notes,79958318,3.187526507980842,0.03222609322441134
units,56512308,3.290779332593384,0.03503398296347457
peace,47856201,3.464249223262506,0.04024575728466218
month,123027963,3.3312598319949824,0.025480451293561253
verbs,1777489,3.4514954107436466,0.039021560862434496
seeds,11196921,3.593374230519791,0.059260666920045606
helps,29607993,3.3541285730519315,0.031554199389725375
sharp,24904199,3.2897216517189065,0.030682272909163665
visit,187062316,3.528936089352448,0.049946843720538384
woods,14647735,3.5408689054909854,0.0508001600320064
chief,45699591,3.389534701877665,0.04015811067747423
walls,14837851,3.5061101710847904,0.04237889956890947
cross,74230978,3.414485493633897,0.04045663929501302
wings,16044458,3.4530364878373874,0.03939181754526358
grown,13931521,3.4231578079254463,0.02975624881225057
cases,86255673,3.3984410290888842,0.046688632289465515
foods,21150689,3.5592002696667087,0.05045210850604145
crops,7931319,3.3036788333196014,0.028942894289428943
fruit,22767191,3.3470930773765812,0.0327444075393173
stick,22399126,3.39361724130799,0.03268143850347622
wants,32538214,3.3302736208087955,0.02998319260474609
stage,52518330,3.248120612173049,0.033312646393465595
sheep,8962638,3.4449873401828874,0.04408617206408897
nouns,932444,3.4797356226423024,0.04831096621932439
plain,23747230,3.3587654804747515,0.02987105228934706
drink,29254937,3.413174023401226,0.030267252333830284
bones,7717501,3.3198606054948816,0.03565641815526795
apart,16507181,3.413213387302146,0.03372978163667464
turns,17261850,3.252111499551403,0.030038410755011402
moves,15789001,3.3910544466506427,0.04291815444934537
touch,36831035,3.339378023209948,0.035964455829964374
angle,17016075,3.3283023935703144,0.031747936984246064
based,252405204,3.344436245725985,0.03391600317272262
range,128314924,3.315960507523855,0.03188121192689965
marks,19747824,3.3878077058445997,0.03366110816569468
tired,11158233,3.1926231622388443,0.030565807503425652
older,44222089,3.281263531206829,0.029437662597558534
farms,9908537,3.394803502931172,0.03266489973496024
spend,26713310,3.36835827034809,0.027044062912714613
shoes,80755612,3.412025289689588,0.0526916720917422
goods,52507183,3.531471402553926,0.049291404780015216
chair,40764005,3.277195784757084,0.035185333440076856
twice,19945569,3.337433348863695,0.03386015804741423
cents,10301064,3.279354313339449,0.029695345162129183
empty,26206017,3.5190816811726036,0.032096048024012
alike,6220739,3.331613731949365,0.034573111580042205
style,101024266,3.314432347074468,0.036013299683531626
broke,10460811,3.410650435070169,0.03215610966083556
pairs,9432115,3.2730708302703375,0.03397679535907181
count,40345803,3.3149325556711973,0.028822193088678283
enjoy,50141455,3.620757745348567,0.05226920190142607
score,69315004,3.233847074975999,0.03017470090604195
shore,12568485,3.1964967228075998,0.03543204689594462
roots,12609370,3.356050330738894,0.04133868112303584
paint,21926890,3.3182496782496784,0.028390504486660063
heads,18400524,3.2889543476903222,0.03898130457832771
shook,2917411,3.5433033601514436,0.04911196447857914
serve,36697856,3.4892805499088375,0.04490547532550715
angry,9267505,3.4557898554479043,0.03483418010161219
crowd,11409218,3.379656691227926,0.02811477951251713
wheel,25342937,3.4863299423923384,0.043128113807799275
quick,85584600,3.6459932226292397,0.05134496364692451
dress,27318959,3.4115283459964933,0.04146617180700473
share,119294241,3.1726300488007477,0.03520195544157718
alive,16064787,3.3458246563931695,0.03929257362355954
noise,25171520,3.2552189887687364,0.04154786558220035
solid,37426444,3.291715731845884,0.03143508884264447
cloth,9764137,3.3241902688492266,0.026073911086662998
signs,31899467,3.5180332695421757,0.04846617173273568
hills,25770218,3.4484983710966555,0.044930668107329375
types,77070740,3.3631016321635294,0.04006527375934806
drawn,14827380,3.383214984048575,0.028125062511252026
worth,48075237,3.313346907978377,0.03185165912820718
truck,32136249,3.416928804958797,0.029934667987313784
piano,19419956,3.3970511942559507,0.03584397915186923
upper,38341510,3.5404344001340484,0.044565848191951335
loved,19719299,3.390755474414697,0.035709641603232874
usual,17044981,3.516216869749887,0.048554080683398185
faces,15050854,3.3551495120202053,0.03765828482266099
drove,5545848,3.374256668011128,0.032953954474536945
cabin,8052267,3.406725685605631,0.0295735488258591
boats,15600762,3.3034586310448377,0.034058514628657166
towns,13337599,3.291014474785358,0.03191638327665533
proud,17167504,3.366373707990345,0.030240584204471566
court,127719981,3.262837006954563,0.03000080189246622
model,161205740,3.335136418535991,0.028881626433555217
prime,38308402,3.347346820928458,0.029569811773888507
fifty,8133138,3.655811802299914,0.048479211050099516
plans,77295630,3.3225613466874337,0.029053580370555835
yards,14733347,3.3658169201362917,0.03716743348669734
prove,16046788,3.3733076835562175,0.03283017735498004
tools,185555874,3.365210033116388,0.03995707422748654
price,501651226,3.32245042345548,0.031011190644218166
sheet,44295187,3.349346664440177,0.041216790914094165
smell,6642666,3.472579405471655,0.03712371237123712
boxes,25787744,3.4925883333509176,0.051686360043622245
raise,21099943,3.2048063835755918,0.037106326783784865
match,53532481,3.3727917737789204,0.026682413227110773
truth,35345925,3.441745047444648,0.03837995757794053
roads,15093621,3.2516867207660978,0.03483010072921147
threw,4410853,3.2815489749430524,0.034142048522911375
enemy,14084182,3.6225005239991614,0.04555184347930462
lunch,20807419,3.407925287652856,0.030552526535879712
chart,35027490,3.222238232963142,0.027836980558140465
scene,29372413,3.4423665313768343,0.03864816463737957
graph,15526746,3.3960388879131322,0.03184796199049762
doubt,20311261,3.4212791046474345,0.032910860583992715
guide,213378807,3.40143421783756,0.04300233773791249
winds,12628386,3.409227735104837,0.036262691942179764
block,49694725,3.515617268678872,0.029036423145062006
grain,10244623,3.3419977451152785,0.033084300959124686
smoke,16567733,3.4149249093733816,0.03424890471522596
mixed,25395056,3.504631998913804,0.042118110787638684
games,305930896,3.3303335870778024,0.03650155731940118
wagon,5198530,3.472999761289452,0.03641291303304264
sweet,32311923,3.428747635025662,0.04276523148657708
topic,149001702,3.3681256665941826,0.03203399853661959
extra,59377307,3.4185746801500776,0.036992183199383466
plate,24275560,3.2440020576131685,0.027611044417767107
title,196676017,3.354530687048337,0.03671233975966457
knife,11297715,3.4993549326841045,0.03863888694399712
fence,6796605,3.5742735470941884,0.041824182418241825
falls,33213513,3.508977777777778,0.043300351165047574
cloud,11337220,3.378026799600375,0.028934629540726516
wheat,8685589,3.326070966070966,0.034576223720269646
plays,21753930,3.4166882827171894,0.03597863487236937
enter,119394206,3.3982296287830778,0.0357157169191312
broad,21370126,3.355663610835811,0.031156542874003542
steam,11141309,3.2758127719096155,0.027534956292132585
atoms,4375988,3.2950436956387,0.03186254900392031
press,179652730,3.4311339019412905,0.04153627026159525
lying,8260845,3.5003525069464603,0.03536424370924511
basis,59901425,3.5353468128710572,0.05257468848521243
clock,26624872,3.606309884999948,0.04049579335941017
taste,17311343,3.3162255969814782,0.04032128996118913
grows,5899321,3.373396640185369,0.033202656212497
thank,63234550,3.3829545923206994,0.028964467716582735
storm,22242164,3.265243527142916,0.0248186865402891
agree,47500911,3.4276601974234566,0.043029259896729774
brain,33612784,3.35554315360845,0.03184847211382602
track,112385243,3.3354092343224795,0.02824507790190872
smile,13893537,3.269264479938956,0.02989956786171575
funny,34281806,3.717586243274607,0.051521428071123386
beach,105642682,3.388716490405073,0.03480020435353161
stock,176295589,3.3973213823654222,0.030961646473561744
hurry,3536968,3.570831486289659,0.052483148988939334
saved,19635976,3.3534367380816517,0.03586075822746824
sorry,35595812,3.4943859242967936,0.04895867735511054
giant,17098874,3.315469367946057,0.03126969360501756
trail,23648838,3.19449329918644,0.02736039695084132
offer,126228968,3.564752246334927,0.04649531539656295
ought,7523238,3.42166040172017,0.039533953395339536
rough,11557184,3.385862617317826,0.03772565884882732
daily,105837757,3.394614092916226,0.03349128905897793
avoid,36508203,3.4609805870964365,0.043943289943670145
keeps,13624468,3.5720748142239387,0.04696361944964039
throw,15751985,3.333694933465576,0.031770166453265046
allow,67052567,3.5523361555346504,0.04232316963302569
cream,25898758,3.316824554365826,0.027303651825912958
laugh,9822471,3.4015022616923267,0.035927185437087415
edges,7826115,3.532761038988431,0.05169413553084247
teach,19079783,3.2590151061147736,0.03173459791504092
frame,46079991,3.350327674286599,0.03030333356684647
bells,4743841,3.504155789913334,0.04224253455207312
dream,33518573,3.3170646284431076,0.028530256482102292
magic,36676771,3.475535342443047,0.03415049029417651
occur,24679212,3.5331532210773227,0.044648305805380206
ended,32588866,3.672445564686944,0.05515529939161063
chord,3123447,3.2992449249051,0.03049213444941146
false,33476460,3.3161329755824673,0.03418846176935545
skill,15835076,3.5300752663511457,0.04042333970210169
holes,11529280,3.2557333858872095,0.03574607683306162
dozen,9776227,3.4891212472216133,0.04153747674581425
brave,5221356,3.393135984239722,0.035492129527771664
apple,50551171,3.4758076274187166,0.03909775940918052
climb,5697476,3.47224076832212,0.026323422044865832
outer,11245167,3.2623592654354874,0.0343272087138299
pitch,9800556,3.374484068020472,0.030744304202588363
ruler,2615554,3.469256880254844,0.04251170046801872
holds,18963546,3.346312196131168,0.03305826456614153
fixed,49215402,3.568906671707466,0.04711250763026488
costs,101090970,3.4272020237921015,0.042077225026035406
calls,43661633,3.436381440506698,0.039358731874268214
blank,18150537,3.4706961405678363,0.029339388604353395
staff,151553180,3.5453727815601503,0.04154805340603825
labor,37866418,3.3574248343108053,0.02921782287195189
eaten,3412832,3.3909943246782945,0.037901516060642425
youth,51426255,3.399168659724906,0.041628298034191456
tones,13373535,3.1476746589499793,0.032128996118913296
honor,16787246,3.4370495530732086,0.04093268913363143
globe,14554904,3.410673212793828,0.03021785664272711
gases,4277836,3.4479032970732426,0.049383950716057286
doors,20229491,3.4201986408782017,0.043193822023047376
poles,4074284,3.2680444329630585,0.03218225275769304
loose,12556710,3.391703235130861,0.04491212627409401
apply,76341478,3.6346831077903756,0.04186190876687092
tears,9274206,3.09751374956228,0.02889491213506296
exact,22304937,3.428314424466791,0.03796594569719282
brush,10018684,3.397900654489633,0.03573571771483437
chest,13516414,3.278336527008131,0.034289258099686915
layer,26912270,3.3135442919817044,0.03544417767106843
whale,5928569,3.317811456886364,0.0352724690728351
minor,29782623,3.3603818369453045,0.03057345231902037
faith,35936559,3.3663244523019342,0.03218931358815289
tests,42336117,3.5500296912114013,0.0563560678834454
judge,30905832,3.6046293860802776,0.048893736678308035
items,330505325,3.2866435655890776,0.03117901296612725
worry,13243591,3.5722224565547496,0.05148081097030376
waste,41089558,3.272813776697523,0.03251145756199091
hoped,5086531,3.3620900788709007,0.0363229058324666
strip,18711440,3.2836344194367615,0.02717652236536769
begun,8636352,3.500316564086064,0.036337267453490696
aside,11768649,3.2792106087501307,0.0421659032264517
lakes,14947463,3.2958081602251097,0.033118279569892474
bound,22303643,3.435381958448381,0.032768192048012006
depth,31879926,3.411173115207278,0.030035318012186216
candy,13772033,3.4689355374972894,0.03130720065615091
event,125515260,3.5585881172807254,0.040956418042068767
worse,15677739,3.2663674707556773,0.03720818580087619
aware,25700328,3.4345345879693108,0.044103374788637975
shell,20599318,3.4137369519832985,0.04168375563936099
rooms,65453403,3.4730193256922948,0.042505682444001644
ranch,10539650,3.332234673698088,0.028964634341494638
image,197874283,3.419989788369161,0.03750915163124693
snake,7606395,3.348163995080561,0.032303553390873
aloud,3743858,3.3633500476565414,0.034721388855554224
dried,6331606,3.4170429837765512,0.04324518942273073
likes,9727733,3.3047792859587086,0.03551426171140537
motor,40615655,3.446620563809603,0.03480471134505499
pound,13620117,3.4064526120173446,0.031254688203230484
knees,4250743,3.5050093893265912,0.04675187007480299
refer,27099706,3.654522853318034,0.058356260317142715
fully,48616832,3.68709466857576,0.04950415786892956
chain,35928367,3.3296880992609332,0.03466183695728309
shirt,40501964,3.207574443480775,0.0307433649573676
flour,5162842,3.393413835490502,0.031842228956026924
drops,8187657,3.3252370705188268,0.028672867286728673
spite,4493143,3.236683645062174,0.03001390180723494
orbit,5389062,3.3270451285332454,0.0308446266940041
banks,30582183,3.467384446719828,0.03249144435327316
shoot,12695618,3.409977357388065,0.04136158124274797
curve,11071177,3.4409950807567107,0.038296893440819345
tribe,7890695,3.2474722513951524,0.028605148926806826
tight,17981854,3.526902660426548,0.04455559445806032
blind,16485480,3.4016532494370932,0.027155974314349157
slept,2370802,3.267759394796728,0.024450244502445026
shade,6996835,3.263637305699482,0.03492279382350588
claim,40085342,3.36426930880702,0.028506533789597967
flies,4894680,3.30604583635798,0.03561320518846696
theme,37219937,3.4652026111076353,0.04032903690657273
queen,32366847,3.6560552163525353,0.05772232450172096
fifth,16255266,3.5606131902834854,0.04347956550441097
union,72603888,3.5633120992237597,0.05075786396492001
hence,14992334,3.489752259303321,0.041509962390973834
straw,3958211,3.294130369851586,0.029031161246449857
entry,80717798,3.3729589248180245,0.03291410490056676
issue,128427156,3.508957109938304,0.056497344955415287
birth,36286070,3.333780271463344,0.029954977488744372
feels,12212683,3.484561711372942,0.04244848969793959
anger,7991036,3.3044152621238756,0.032764587042185905
brief,32599674,3.4062781756189566,0.03464524390731922
rhyme,1530733,3.425514676859796,0.03723111693350801
glory,13158826,3.4271553639906145,0.03227839238201932
guard,21137924,3.367645382279478,0.034763210019807526
flows,10797166,3.434836599954467,0.03352469345708399
flesh,6768724,3.391039370893476,0.03347267781422514
owned,35050234,3.400518295843267,0.034691855869197596
trick,8208473,3.350970544039851,0.028195357117852392
yours,20672809,3.3673231570327755,0.0471741522456737
sizes,23751367,3.58351193793133,0.06646658663465387
noted,29754565,3.2737703395689093,0.030325769400088045
width,25182453,3.4092851452161947,0.033113576566392224
burst,5147573,3.355179223142376,0.03270228916024122
route,31439231,3.2182262389101113,0.033479083077354095
lungs,2828099,3.4140483461876907,0.03398237876651366
uncle,8127694,3.392013300838531,0.03152378285394247
bears,22926868,3.2704211060375443,0.03385252543441073
royal,45407189,3.386819603320554,0.036720110490602295
kings,14914273,3.476852284648863,0.03708704653884238
forty,7415064,3.406465963169874,0.033293662302853314
trial,56547673,3.229314591341447,0.02855169237854018
cards,121094522,3.2843690954332856,0.02951933386106073
brass,14298573,3.4867338941428496,0.04280112829335627
opera,18225169,3.3685939621311833,0.03486801964451824
chose,9409845,3.2675566115401047,0.040178839344655826
owner,58189056,3.3560621740210284,0.03273207743588717
vapor,3744912,3.4363338415424667,0.03576250337523627
beats,6367861,3.268154580802195,0.030342123948676407
mouse,33667003,3.3381138771462866,0.04143237348168011
tough,13560922,3.389981589923343,0.03834882022865259
wires,5401677,3.256931069305488,0.03941236474188451
meter,22874915,3.399736257346375,0.036612448232399016
tower,20686918,3.2351957556177164,0.03076353595582056
finds,16280898,3.430865030356494,0.036160848254476345
inner,17552078,3.455709979906229,0.04425062014883572
stuck,9120620,3.4418014622123727,0.034204788670413856
arrow,11563142,3.501354928486979,0.044000560134432265
poems,12662561,3.3397159444329256,0.03519739145220496
label,41359857,3.481325980699336,0.04201226650124566
swing,12734467,3.462857853088619,0.034346182312816304
solar,20423792,3.2388569541481336,0.030699823943661973
truly,21693553,3.3741423493428124,0.03180431194037317
tense,2320926,3.37896381150742,0.03970198509925496
beans,7607524,3.3194539461409294,0.03510561689870379
split,19998411,3.291020781328649,0.026237871361408423
rises,4124482,3.3883621549542737,0.047447117067560135
weigh,3587993,3.4380821116819114,0.04222253335200112
hotel,297974790,3.2480613734483224,0.029782831428169638
stems,3336905,3.4495507622953387,0.04163333066645332
pride,14428078,3.3244714298968114,0.02965830432521106
swung,867135,3.5031286643768094,0.036320363203632036
grade,54275130,3.282213095250411,0.03250958372118628
digit,6991045,3.5271966089277305,0.04447355788463077
badly,5290145,3.4689959665356564,0.03052274704723425
boots,18968708,3.4774847402971325,0.04466938056991968
pilot,21909830,3.3302238038425145,0.02734066285851482
sales,173244220,3.375900410419633,0.04201562672390447
swept,2612095,3.371074832460787,0.03154094622838685
lucky,14053901,3.5862530476733934,0.03590897724431108
prize,16204739,3.4810709448900927,0.03983115272276237
stove,3914849,3.319459015882579,0.037232978638291066
tubes,7413309,3.325940392466472,0.03727372737273727
acres,14208905,3.211718895631822,0.03420615710827949
wound,5820050,3.438103035516266,0.03504175208760438
steep,3399504,3.4266602912591084,0.03794113823414703
slide,22339084,3.240307438357578,0.030273320260914803
trunk,11020361,3.3877637130801688,0.02808617895937106
error,89396475,3.612311347269507,0.055486546591068456
porch,3420626,3.3418994990445694,0.031830636612732256
slave,10692715,3.328018742743407,0.03517668356987828
exist,25349128,3.3944181368646023,0.04520310890158146
faced,9938155,3.4289431130276142,0.03511596971485152
mines,5542234,3.2895842192053597,0.03568392523177549
marry,4388137,3.5602567324203207,0.044881795271810875
juice,10973425,3.5137042576948194,0.050451099241833205
raced,970447,3.278150610793258,0.02992089762692881
waved,867023,3.467865707434053,0.04089040890408904
goose,3739382,3.4682141496253016,0.0551927596379819
